Gene stable ID	Transcript length (including UTRs and CDS)
WBGene00011722	1420
WBGene00011722	171
WBGene00011723	1543
WBGene00011723	1464
WBGene00011723	1593
WBGene00011723	1479
WBGene00011723	1536
WBGene00011723	1448
WBGene00011724	815
WBGene00011725	1243
WBGene00011725	138
WBGene00011725	1359
WBGene00011725	1281
WBGene00011726	3427
WBGene00011727	1333
WBGene00011729	7793
WBGene00011730	1001
WBGene00011731	1153
WBGene00011731	1103
WBGene00011732	1437
WBGene00011733	467
WBGene00011733	678
WBGene00011734	644
WBGene00011735	1437
WBGene00011735	1513
WBGene00011736	3966
WBGene00011736	3811
WBGene00011737	2253
WBGene00011737	1866
WBGene00011738	3246
WBGene00011738	3353
WBGene00011738	3245
WBGene00011738	3131
WBGene00011738	3305
WBGene00011738	3197
WBGene00011738	3202
WBGene00011738	3233
WBGene00011738	3087
WBGene00011738	3130
WBGene00011738	2847
WBGene00011738	2559
WBGene00011738	2775
WBGene00011738	2487
WBGene00011739	1425
WBGene00011740	731
WBGene00011741	732
WBGene00011741	821
WBGene00011742	1278
WBGene00011743	533
WBGene00011744	936
WBGene00011745	1306
WBGene00011746	2456
WBGene00011747	2195
WBGene00011749	406
WBGene00011750	1237
WBGene00011751	1507
WBGene00011752	1355
WBGene00011753	553
WBGene00011754	1103
WBGene00011755	3063
WBGene00011755	2285
WBGene00011755	3058
WBGene00011755	2972
WBGene00011755	2495
WBGene00011755	2520
WBGene00011755	2752
WBGene00011755	2406
WBGene00011755	2091
WBGene00011755	588
WBGene00011756	1438
WBGene00011756	1191
WBGene00011757	1939
WBGene00011758	1632
WBGene00011759	844
WBGene00011760	1587
WBGene00011761	1916
WBGene00011762	1486
WBGene00011763	2618
WBGene00011763	2465
WBGene00011763	2566
WBGene00011765	1590
WBGene00011767	1491
WBGene00011767	1455
WBGene00011768	2409
WBGene00011770	1154
WBGene00011771	3319
WBGene00011772	691
WBGene00011773	712
WBGene00011774	882
WBGene00011775	2831
WBGene00011775	2961
WBGene00011775	2737
WBGene00011775	2952
WBGene00011775	2619
WBGene00011776	1757
WBGene00011777	667
WBGene00011777	396
WBGene00011778	909
WBGene00011779	1200
WBGene00011780	1152
WBGene00011781	867
WBGene00011782	1026
WBGene00011783	1023
WBGene00011784	1524
WBGene00011785	992
WBGene00011786	1413
WBGene00011788	964
WBGene00011789	1301
WBGene00011790	674
WBGene00011791	1665
WBGene00011793	1514
WBGene00011793	1206
WBGene00011793	1787
WBGene00011794	2878
WBGene00011794	2919
WBGene00011794	2962
WBGene00011794	2987
WBGene00011795	1274
WBGene00011795	1081
WBGene00011796	1399
WBGene00011796	618
WBGene00011797	1263
WBGene00011798	1409
WBGene00011799	1644
WBGene00011800	1355
WBGene00011801	1499
WBGene00011802	3275
WBGene00011802	3221
WBGene00011803	5857
WBGene00011804	2218
WBGene00011804	1756
WBGene00011804	1904
WBGene00011804	1527
WBGene00011804	1515
WBGene00011805	760
WBGene00011806	3232
WBGene00011807	3047
WBGene00011808	1069
WBGene00011809	489
WBGene00011810	1454
WBGene00011810	1471
WBGene00011812	677
WBGene00011813	1233
WBGene00011813	1206
WBGene00011813	1221
WBGene00011814	1234
WBGene00011815	1728
WBGene00011815	1587
WBGene00011816	1092
WBGene00011817	1190
WBGene00011819	1336
WBGene00011819	1233
WBGene00011820	1904
WBGene00011821	1352
WBGene00011821	183
WBGene00011822	477
WBGene00011823	1414
WBGene00011824	1170
WBGene00011824	768
WBGene00011824	396
WBGene00011826	786
WBGene00011826	732
WBGene00011827	1720
WBGene00011827	1767
WBGene00011827	1638
WBGene00011828	846
WBGene00011828	852
WBGene00011829	1187
WBGene00011830	1733
WBGene00011831	1231
WBGene00011832	2014
WBGene00011832	2190
WBGene00011833	2016
WBGene00011834	1267
WBGene00011834	1360
WBGene00011834	1352
WBGene00011835	2533
WBGene00011836	2212
WBGene00011837	912
WBGene00011838	1356
WBGene00011839	1423
WBGene00011839	1948
WBGene00011840	852
WBGene00011841	2166
WBGene00011844	1183
WBGene00011846	1428
WBGene00011846	1452
WBGene00011847	1038
WBGene00011848	1388
WBGene00011849	867
WBGene00011850	1977
WBGene00011850	1993
WBGene00011852	1275
WBGene00011853	1185
WBGene00011854	260
WBGene00011855	695
WBGene00011856	781
WBGene00011857	1185
WBGene00011857	967
WBGene00011858	1226
WBGene00011859	595
WBGene00011859	333
WBGene00011860	896
WBGene00011864	1240
WBGene00011864	789
WBGene00011864	462
WBGene00011867	5395
WBGene00011868	1602
WBGene00011868	508
WBGene00011869	581
WBGene00011870	460
WBGene00011871	615
WBGene00011872	556
WBGene00011873	737
WBGene00011874	749
WBGene00011875	686
WBGene00011876	1201
WBGene00011877	1240
WBGene00011878	1295
WBGene00011878	1296
WBGene00011879	1295
WBGene00011880	2823
WBGene00011882	954
WBGene00011883	1001
WBGene00011884	1493
WBGene00011884	1591
WBGene00011884	1398
WBGene00011885	3750
WBGene00011886	1558
WBGene00011887	984
WBGene00011887	798
WBGene00011888	1482
WBGene00011890	1261
WBGene00011890	1340
WBGene00011891	1829
WBGene00011891	2271
WBGene00011891	1803
WBGene00011891	1975
WBGene00011892	599
WBGene00011893	3756
WBGene00011894	547
WBGene00011894	476
WBGene00011895	1470
WBGene00011896	835
WBGene00011897	1734
WBGene00011897	1736
WBGene00011898	1259
WBGene00011899	689
WBGene00011900	692
WBGene00011900	770
WBGene00011902	674
WBGene00011903	593
WBGene00011904	3272
WBGene00011904	3390
WBGene00011904	2622
WBGene00011904	3254
WBGene00011904	1926
WBGene00011904	2557
WBGene00011904	3440
WBGene00011904	3459
WBGene00011904	3321
WBGene00011904	3440
WBGene00011904	2823
WBGene00011904	3223
WBGene00011904	2739
WBGene00011904	2352
WBGene00011904	2478
WBGene00011904	614
WBGene00011904	531
WBGene00011904	333
WBGene00011904	2316
WBGene00011904	2442
WBGene00011906	483
WBGene00011906	496
WBGene00011908	2566
WBGene00011908	798
WBGene00011909	1553
WBGene00011910	3206
WBGene00011910	3268
WBGene00011910	3225
WBGene00011911	558
WBGene00011912	1750
WBGene00011913	791
WBGene00011914	1350
WBGene00011915	425
WBGene00011916	923
WBGene00011917	1482
WBGene00011918	2011
WBGene00011919	902
WBGene00011920	1469
WBGene00011921	554
WBGene00011922	1173
WBGene00011923	1625
WBGene00011923	1573
WBGene00011923	1486
WBGene00011924	1130
WBGene00011925	838
WBGene00011925	1595
WBGene00011926	900
WBGene00011927	1473
WBGene00011928	1972
WBGene00011928	1464
WBGene00011928	375
WBGene00011929	1089
WBGene00011930	1247
WBGene00011931	1239
WBGene00011932	1928
WBGene00011932	1566
WBGene00011934	276
WBGene00011935	1315
WBGene00011935	1261
WBGene00011935	1181
WBGene00011935	1397
WBGene00011936	1182
WBGene00011936	1186
WBGene00011937	1331
WBGene00011938	2565
WBGene00011938	2574
WBGene00011939	2443
WBGene00011939	1044
WBGene00011940	2451
WBGene00011940	750
WBGene00011940	2655
WBGene00011940	978
WBGene00011941	451
WBGene00011941	702
WBGene00011942	660
WBGene00011943	696
WBGene00011944	1459
WBGene00011945	3105
WBGene00011948	3964
WBGene00011949	618
WBGene00011950	926
WBGene00011951	1123
WBGene00011951	198
WBGene00011951	87
WBGene00011952	1965
WBGene00011953	1777
WBGene00011954	924
WBGene00011955	1409
WBGene00011955	1522
WBGene00011956	1342
WBGene00011957	675
WBGene00011958	1120
WBGene00011958	372
WBGene00011959	1631
WBGene00011960	2133
WBGene00011961	651
WBGene00011962	2484
WBGene00011962	1021
WBGene00011963	1085
WBGene00011964	1295
WBGene00011965	1450
WBGene00011966	1190
WBGene00011967	948
WBGene00011968	643
WBGene00011969	809
WBGene00011970	1902
WBGene00011970	762
WBGene00011971	2280
WBGene00011971	2217
WBGene00011971	523
WBGene00011972	1205
WBGene00011972	2352
WBGene00011972	1202
WBGene00011973	847
WBGene00011974	1781
WBGene00011975	1923
WBGene00011976	1303
WBGene00011977	375
WBGene00011977	845
WBGene00011977	60
WBGene00011978	2553
WBGene00011978	1029
WBGene00011978	321
WBGene00011978	69
WBGene00011979	470
WBGene00011980	10083
WBGene00011980	8817
WBGene00011980	8652
WBGene00011980	8652
WBGene00011980	3694
WBGene00011980	3651
WBGene00011980	3825
WBGene00011980	3816
WBGene00011981	768
WBGene00011982	880
WBGene00011983	1047
WBGene00011984	735
WBGene00011984	833
WBGene00011985	1588
WBGene00011986	1220
WBGene00011988	1356
WBGene00011989	846
WBGene00011990	1865
WBGene00011991	1361
WBGene00011992	270
WBGene00011994	2022
WBGene00011995	2004
WBGene00011995	1855
WBGene00011995	1945
WBGene00011996	648
WBGene00011997	420
WBGene00011999	356
WBGene00012000	1048
WBGene00012002	1248
WBGene00012003	1371
WBGene00012004	397
WBGene00012005	1447
WBGene00012005	1311
WBGene00012005	750
WBGene00012005	902
WBGene00012005	870
WBGene00012005	1284
WBGene00012005	528
WBGene00012005	762
WBGene00012005	651
WBGene00012007	1285
WBGene00012008	1213
WBGene00012009	946
WBGene00012009	746
WBGene00012010	1713
WBGene00012011	1697
WBGene00012011	1794
WBGene00012012	1935
WBGene00012012	1931
WBGene00012013	1677
WBGene00012014	1442
WBGene00012015	1649
WBGene00012016	1735
WBGene00012016	1460
WBGene00012016	1549
WBGene00012017	1440
WBGene00012018	6540
WBGene00012019	3681
WBGene00012019	1617
WBGene00012019	2672
WBGene00012019	2547
WBGene00012019	3207
WBGene00012019	3288
WBGene00012020	1041
WBGene00012021	1164
WBGene00012022	1236
WBGene00012023	1133
WBGene00012024	1133
WBGene00012025	1253
WBGene00012026	984
WBGene00012027	885
WBGene00012028	978
WBGene00012029	559
WBGene00012030	1732
WBGene00012031	2506
WBGene00012032	2042
WBGene00012033	2268
WBGene00012033	2416
WBGene00012033	2195
WBGene00012033	2241
WBGene00012033	2211
WBGene00012034	583
WBGene00012035	511
WBGene00012036	780
WBGene00012037	935
WBGene00012038	968
WBGene00012039	421
WBGene00012040	930
WBGene00012040	804
WBGene00012041	1059
WBGene00012042	360
WBGene00012043	1288
WBGene00012044	393
WBGene00012045	1137
WBGene00012046	1473
WBGene00012049	1083
WBGene00012050	846
WBGene00012051	363
WBGene00012052	273
WBGene00012054	927
WBGene00012055	912
WBGene00012056	1116
WBGene00012057	1362
WBGene00012057	1368
WBGene00012059	1590
WBGene00012060	276
WBGene00012061	1044
WBGene00012062	381
WBGene00012063	1304
WBGene00012064	1490
WBGene00012064	918
WBGene00012065	1260
WBGene00012066	1257
WBGene00012067	690
WBGene00012068	2130
WBGene00012069	984
WBGene00012069	240
WBGene00012070	1547
WBGene00012070	1361
WBGene00012072	810
WBGene00012073	1614
WBGene00012074	592
WBGene00012075	549
WBGene00012081	583
WBGene00012083	423
WBGene00012084	1196
WBGene00012084	1342
WBGene00012085	1746
WBGene00012085	1860
WBGene00012086	753
WBGene00012087	820
WBGene00012088	1092
WBGene00012089	1053
WBGene00012090	834
WBGene00012091	1349
WBGene00012093	1117
WBGene00012094	228
WBGene00012095	1650
WBGene00012096	1418
WBGene00012097	2416
WBGene00012099	1488
WBGene00012099	1453
WBGene00012099	1315
WBGene00012100	3420
WBGene00012100	3397
WBGene00012100	3419
WBGene00012100	3374
WBGene00012100	3518
WBGene00012100	3503
WBGene00012100	2865
WBGene00012100	3478
WBGene00012100	2820
WBGene00012100	3346
WBGene00012100	2871
WBGene00012100	3518
WBGene00012100	3485
WBGene00012101	633
WBGene00012102	1668
WBGene00012103	1304
WBGene00012104	838
WBGene00012105	1479
WBGene00012105	1646
WBGene00012106	944
WBGene00012107	1101
WBGene00012108	1002
WBGene00012109	2124
WBGene00012110	1519
WBGene00012111	900
WBGene00012111	838
WBGene00012112	2033
WBGene00012113	858
WBGene00012114	5736
WBGene00012114	1320
WBGene00012115	5767
WBGene00012116	1621
WBGene00012117	2737
WBGene00012117	2825
WBGene00012117	1611
WBGene00012118	1003
WBGene00012118	1021
WBGene00012118	789
WBGene00012118	840
WBGene00012118	585
WBGene00012118	918
WBGene00012118	933
WBGene00012118	666
WBGene00012118	784
WBGene00012119	719
WBGene00012120	1067
WBGene00012121	7452
WBGene00012121	7402
WBGene00012121	6957
WBGene00012121	6915
WBGene00012122	919
WBGene00012122	775
WBGene00012123	472
WBGene00012124	3172
WBGene00012125	2583
WBGene00012125	2743
WBGene00012125	2420
WBGene00012125	2214
WBGene00012125	2550
WBGene00012125	3914
WBGene00012125	2925
WBGene00012126	1242
WBGene00012126	669
WBGene00012127	1143
WBGene00012128	2139
WBGene00012128	2102
WBGene00012130	1948
WBGene00012130	1850
WBGene00012131	4843
WBGene00012131	5160
WBGene00012132	807
WBGene00012134	1610
WBGene00012135	1627
WBGene00012136	1294
WBGene00012136	1390
WBGene00012137	1778
WBGene00012138	1660
WBGene00012138	1597
WBGene00012139	3055
WBGene00012139	3000
WBGene00012139	2948
WBGene00012139	2317
WBGene00012139	2818
WBGene00012140	1069
WBGene00012140	543
WBGene00012142	872
WBGene00012142	908
WBGene00012143	1704
WBGene00012144	1495
WBGene00012145	440
WBGene00012146	402
WBGene00012148	1715
WBGene00012149	1346
WBGene00012150	978
WBGene00012151	423
WBGene00012152	371
WBGene00012155	1017
WBGene00012155	1050
WBGene00012156	1128
WBGene00012157	692
WBGene00012158	1388
WBGene00012158	1432
WBGene00012159	1103
WBGene00012162	1373
WBGene00012162	1304
WBGene00012163	358
WBGene00012164	2374
WBGene00012164	997
WBGene00012164	655
WBGene00012165	1366
WBGene00012166	650
WBGene00012167	1017
WBGene00012168	1262
WBGene00012169	1175
WBGene00012170	1549
WBGene00012171	192
WBGene00012172	1743
WBGene00012173	1154
WBGene00012174	753
WBGene00012175	807
WBGene00012176	1837
WBGene00012177	1097
WBGene00012178	911
WBGene00012178	1109
WBGene00012178	1016
WBGene00012179	323
WBGene00012180	854
WBGene00012180	330
WBGene00012181	1097
WBGene00012182	1283
WBGene00012182	1413
WBGene00012182	741
WBGene00012183	219
WBGene00012184	1856
WBGene00012184	1684
WBGene00012185	1096
WBGene00012186	6925
WBGene00012186	9766
WBGene00012186	9028
WBGene00012186	9740
WBGene00012186	8188
WBGene00012186	7178
WBGene00012186	7122
WBGene00012186	7954
WBGene00012187	437
WBGene00012188	1194
WBGene00012190	1686
WBGene00012191	776
WBGene00012191	393
WBGene00012191	126
WBGene00012192	1028
WBGene00012193	785
WBGene00012193	879
WBGene00012194	1663
WBGene00012195	1193
WBGene00012196	1247
WBGene00012197	813
WBGene00012197	769
WBGene00012198	3917
WBGene00012199	2247
WBGene00012201	1240
WBGene00012203	1485
WBGene00012203	738
WBGene00012204	1301
WBGene00012204	1306
WBGene00012204	1285
WBGene00012204	957
WBGene00012205	908
WBGene00012206	1682
WBGene00012207	1243
WBGene00012207	1184
WBGene00012208	978
WBGene00012208	1035
WBGene00012208	648
WBGene00012209	1494
WBGene00012210	922
WBGene00012211	451
WBGene00012212	261
WBGene00012213	294
WBGene00012214	231
WBGene00012215	240
WBGene00012216	789
WBGene00012217	832
WBGene00012217	360
WBGene00012219	846
WBGene00012220	1285
WBGene00012221	566
WBGene00012222	1673
WBGene00012223	313
WBGene00012224	1198
WBGene00012225	1633
WBGene00012226	2627
WBGene00012226	2800
WBGene00012226	2838
WBGene00012226	2579
WBGene00012227	2652
WBGene00012228	1049
WBGene00012228	968
WBGene00012230	2260
WBGene00012230	1038
WBGene00012230	591
WBGene00012231	1590
WBGene00012232	450
WBGene00012233	759
WBGene00012234	3514
WBGene00012235	645
WBGene00012236	2143
WBGene00012236	1617
WBGene00012237	1185
WBGene00012238	981
WBGene00012239	2004
WBGene00012239	1087
WBGene00012240	1168
WBGene00012241	1689
WBGene00012241	924
WBGene00012242	999
WBGene00012242	876
WBGene00012243	1981
WBGene00012244	763
WBGene00012245	2348
WBGene00012245	1500
WBGene00012245	2393
WBGene00012246	633
WBGene00012247	947
WBGene00012248	228
WBGene00012249	776
WBGene00012250	742
WBGene00012250	624
WBGene00012251	1057
WBGene00012252	792
WBGene00012253	1050
WBGene00012254	775
WBGene00012255	1249
WBGene00012255	1027
WBGene00012256	2170
WBGene00012257	1396
WBGene00012258	1253
WBGene00012259	813
WBGene00012259	873
WBGene00012259	821
WBGene00012259	2016
WBGene00012260	1339
WBGene00012261	2066
WBGene00012264	219
WBGene00012265	941
WBGene00012266	1239
WBGene00012267	1238
WBGene00012268	1194
WBGene00012269	1224
WBGene00012270	1239
WBGene00012271	4195
WBGene00012272	8261
WBGene00012274	1084
WBGene00012274	1069
WBGene00012274	1050
WBGene00012274	399
WBGene00012274	378
WBGene00012274	445
WBGene00012274	681
WBGene00012275	1886
WBGene00012276	580
WBGene00012277	680
WBGene00012277	764
WBGene00012277	769
WBGene00012278	398
WBGene00012279	859
WBGene00012280	1639
WBGene00012281	761
WBGene00012282	857
WBGene00012282	405
WBGene00012282	105
WBGene00012283	963
WBGene00012285	1513
WBGene00012286	1077
WBGene00012287	1203
WBGene00012288	1116
WBGene00012289	1653
WBGene00012291	666
WBGene00012291	608
WBGene00012293	1215
WBGene00012293	330
WBGene00012294	105
WBGene00012295	903
WBGene00012295	828
WBGene00012296	1007
WBGene00012296	1036
WBGene00012297	1610
WBGene00012298	2026
WBGene00012299	836
WBGene00012300	580
WBGene00012301	685
WBGene00012302	1196
WBGene00012303	444
WBGene00012304	1525
WBGene00012305	627
WBGene00012306	1974
WBGene00012306	1989
WBGene00012306	2001
WBGene00012306	2001
WBGene00012307	1047
WBGene00012308	2266
WBGene00012309	300
WBGene00012310	2166
WBGene00012311	466
WBGene00012312	397
WBGene00012313	222
WBGene00012314	270
WBGene00012315	2165
WBGene00012316	2997
WBGene00012316	3045
WBGene00012317	2111
WBGene00012318	998
WBGene00012319	3334
WBGene00012319	3270
WBGene00012319	3326
WBGene00012319	3259
WBGene00012319	3144
WBGene00012319	483
WBGene00012319	3138
WBGene00012321	1043
WBGene00012322	1555
WBGene00012322	1587
WBGene00012322	1347
WBGene00012322	1341
WBGene00012323	1569
WBGene00012324	1668
WBGene00012325	672
WBGene00012326	7329
WBGene00012326	6846
WBGene00012328	876
WBGene00012329	1156
WBGene00012330	1187
WBGene00012330	1116
WBGene00012332	1467
WBGene00012332	1508
WBGene00012333	1083
WBGene00012334	577
WBGene00012335	390
WBGene00012336	1068
WBGene00012337	4325
WBGene00012339	1122
WBGene00012340	1712
WBGene00012340	1729
WBGene00012341	4102
WBGene00012341	2682
WBGene00012341	3624
WBGene00012342	3224
WBGene00012343	2000
WBGene00012344	1424
WBGene00012344	1417
WBGene00012344	378
WBGene00012345	875
WBGene00012345	806
WBGene00012346	1245
WBGene00012347	1934
WBGene00012347	1913
WBGene00012347	1536
WBGene00012347	1929
WBGene00012348	2735
WBGene00012349	918
WBGene00012351	965
WBGene00012352	2306
WBGene00012353	2556
WBGene00012353	1215
WBGene00012353	726
WBGene00012354	856
WBGene00012356	2769
WBGene00012356	2683
WBGene00012356	2691
WBGene00012356	2704
WBGene00012357	534
WBGene00012358	1028
WBGene00012359	1860
WBGene00012359	1854
WBGene00012360	5144
WBGene00012360	4776
WBGene00012361	655
WBGene00012362	1960
WBGene00012363	1249
WBGene00012363	1778
WBGene00012364	1499
WBGene00012364	894
WBGene00012365	1031
WBGene00012365	1725
WBGene00012365	1656
WBGene00012366	1666
WBGene00012369	3625
WBGene00012369	201
WBGene00012370	1270
WBGene00012370	1265
WBGene00012371	333
WBGene00012371	33
WBGene00012372	1389
WBGene00012372	1378
WBGene00012372	1336
WBGene00012372	1334
WBGene00012373	323
WBGene00012374	847
WBGene00012374	615
WBGene00012375	1167
WBGene00012376	865
WBGene00012376	1107
WBGene00012378	225
WBGene00012379	540
WBGene00012381	1803
WBGene00012381	1878
WBGene00012381	1794
WBGene00012381	1794
WBGene00012381	1803
WBGene00012382	514
WBGene00012383	460
WBGene00012385	1462
WBGene00012386	5143
WBGene00012386	1656
WBGene00012387	5977
WBGene00012389	3943
WBGene00012390	1210
WBGene00012390	1168
WBGene00012390	1047
WBGene00012391	799
WBGene00012391	688
WBGene00012391	785
WBGene00012391	633
WBGene00012393	1722
WBGene00012393	114
WBGene00012394	1389
WBGene00012395	1727
WBGene00012396	1076
WBGene00012397	924
WBGene00012398	2644
WBGene00012398	1646
WBGene00012399	1419
WBGene00012400	1066
WBGene00012401	1298
WBGene00012402	1043
WBGene00012402	606
WBGene00012404	2224
WBGene00012405	1026
WBGene00012406	987
WBGene00012407	1705
WBGene00012408	550
WBGene00012409	390
WBGene00012411	198
WBGene00012412	264
WBGene00012413	1152
WBGene00012414	513
WBGene00012414	417
WBGene00012415	225
WBGene00012416	2344
WBGene00012420	563
WBGene00012421	1395
WBGene00012421	1461
WBGene00012421	1314
WBGene00012421	1585
WBGene00012421	1215
WBGene00012421	1165
WBGene00012421	1233
WBGene00012423	1210
WBGene00012423	471
WBGene00012424	422
WBGene00012424	518
WBGene00012425	498
WBGene00012425	336
WBGene00012428	1618
WBGene00012428	1570
WBGene00012428	1534
WBGene00012429	743
WBGene00012431	844
WBGene00012432	1479
WBGene00012433	1198
WBGene00012434	364
WBGene00012434	310
WBGene00012434	426
WBGene00012435	1850
WBGene00012435	1849
WBGene00012435	1799
WBGene00012436	1584
WBGene00012437	4580
WBGene00012439	884
WBGene00012440	688
WBGene00012441	792
WBGene00012442	1641
WBGene00012443	1708
WBGene00012444	891
WBGene00012444	1001
WBGene00012445	6625
WBGene00012446	1348
WBGene00012448	1579
WBGene00012449	1345
WBGene00012449	1599
WBGene00012450	853
WBGene00012451	786
WBGene00012452	450
WBGene00012454	852
WBGene00012455	557
WBGene00012456	1132
WBGene00012457	462
WBGene00012458	2325
WBGene00012458	2296
WBGene00012458	2305
WBGene00012458	2325
WBGene00012459	1008
WBGene00012460	1237
WBGene00012461	1296
WBGene00012461	1088
WBGene00012461	860
WBGene00012461	830
WBGene00012462	1070
WBGene00012463	1597
WBGene00012463	1455
WBGene00012463	1728
WBGene00012463	1510
WBGene00012463	1542
WBGene00012463	1401
WBGene00012463	1632
WBGene00012464	1355
WBGene00012465	886
WBGene00012466	2318
WBGene00012467	1165
WBGene00012468	1225
WBGene00012468	1121
WBGene00012469	1839
WBGene00012469	1849
WBGene00012471	1541
WBGene00012471	1419
WBGene00012471	1455
WBGene00012471	750
WBGene00012471	1578
WBGene00012471	1500
WBGene00012471	1532
WBGene00012472	1460
WBGene00012472	2164
WBGene00012473	863
WBGene00012474	5207
WBGene00012475	696
WBGene00012476	1633
WBGene00012477	607
WBGene00012478	2081
WBGene00012479	1151
WBGene00012480	828
WBGene00012481	1143
WBGene00012482	724
WBGene00012483	291
WBGene00012484	1422
WBGene00012486	933
WBGene00012487	1639
WBGene00012488	493
WBGene00012489	303
WBGene00012490	348
WBGene00012491	3088
WBGene00012491	3102
WBGene00012492	1071
WBGene00012494	1582
WBGene00012494	1428
WBGene00012496	1557
WBGene00012496	1542
WBGene00012497	1101
WBGene00012497	291
WBGene00012500	1940
WBGene00012501	601
WBGene00012502	1032
WBGene00012502	1198
WBGene00012503	409
WBGene00012504	609
WBGene00012505	1614
WBGene00012509	231
WBGene00012512	1907
WBGene00012513	1554
WBGene00012513	1669
WBGene00012514	881
WBGene00012515	1047
WBGene00012516	574
WBGene00012518	896
WBGene00012520	330
WBGene00012521	592
WBGene00012521	417
WBGene00012522	2568
WBGene00012522	849
WBGene00012523	852
WBGene00012524	4775
WBGene00012524	1209
WBGene00012524	858
WBGene00012525	1331
WBGene00012527	1388
WBGene00012527	1301
WBGene00012528	3458
WBGene00012528	2964
WBGene00012528	3014
WBGene00012529	1822
WBGene00012529	1872
WBGene00012530	1372
WBGene00012530	1338
WBGene00012531	2607
WBGene00012532	978
WBGene00012533	2988
WBGene00012535	1664
WBGene00012535	1515
WBGene00012536	1710
WBGene00012537	813
WBGene00012538	1530
WBGene00012538	495
WBGene00012540	643
WBGene00012541	1428
WBGene00012541	723
WBGene00012542	1518
WBGene00012543	2948
WBGene00012543	789
WBGene00012543	4086
WBGene00012543	4206
WBGene00012543	2613
WBGene00012543	1647
WBGene00012543	4063
WBGene00012543	4229
WBGene00012543	4166
WBGene00012543	4062
WBGene00012544	1820
WBGene00012545	1067
WBGene00012546	941
WBGene00012547	1043
WBGene00012547	1018
WBGene00012548	533
WBGene00012548	832
WBGene00012548	745
WBGene00012549	540
WBGene00012550	699
WBGene00012551	1584
WBGene00012551	1221
WBGene00012552	2079
WBGene00012553	744
WBGene00012554	676
WBGene00012555	2054
WBGene00012555	2033
WBGene00012555	678
WBGene00012555	432
WBGene00012556	575
WBGene00012557	373
WBGene00012558	842
WBGene00012559	1676
WBGene00012559	3013
WBGene00012559	2921
WBGene00012559	1266
WBGene00012560	513
WBGene00012561	267
WBGene00012562	1606
WBGene00012562	1209
WBGene00012564	1061
WBGene00012565	1318
WBGene00012565	1257
WBGene00012566	1230
WBGene00012567	897
WBGene00012570	438
WBGene00012570	246
WBGene00012571	477
WBGene00012574	1323
WBGene00012575	852
WBGene00012576	1656
WBGene00012576	1606
WBGene00012578	2434
WBGene00012579	264
WBGene00012579	246
WBGene00012580	422
WBGene00012581	732
WBGene00012582	1617
WBGene00012583	1424
WBGene00012584	4229
WBGene00012584	4236
WBGene00012585	2487
WBGene00012586	870
WBGene00012587	290
WBGene00012589	1448
WBGene00012590	330
WBGene00012591	216
WBGene00012592	1279
WBGene00012593	338
WBGene00012594	476
WBGene00012595	1947
WBGene00012596	1138
WBGene00012597	862
WBGene00012600	1837
WBGene00012600	918
WBGene00012600	560
WBGene00012602	293
WBGene00012603	306
WBGene00012604	216
WBGene00012605	931
WBGene00012606	1015
WBGene00012607	1165
WBGene00012608	1604
WBGene00012608	1505
WBGene00012608	1625
WBGene00012608	1651
WBGene00012608	1573
WBGene00012608	1610
WBGene00012608	1609
WBGene00012609	573
WBGene00012610	1076
WBGene00012612	626
WBGene00012614	782
WBGene00012615	381
WBGene00012615	240
WBGene00012616	620
WBGene00012617	198
WBGene00012621	1367
WBGene00012622	915
WBGene00012624	1166
WBGene00012625	945
WBGene00012626	2969
WBGene00012627	697
WBGene00012628	713
WBGene00012628	814
WBGene00012629	1457
WBGene00012630	495
WBGene00012631	688
WBGene00012632	2301
WBGene00012633	174
WBGene00012634	611
WBGene00012635	1702
WBGene00012636	804
WBGene00012636	264
WBGene00012637	1272
WBGene00012638	1199
WBGene00012639	710
WBGene00012640	1106
WBGene00012641	1521
WBGene00012641	1511
WBGene00012641	1408
WBGene00012641	840
WBGene00012642	678
WBGene00012642	428
WBGene00012642	267
WBGene00012642	600
WBGene00012643	755
WBGene00012644	3672
WBGene00012644	1563
WBGene00012645	852
WBGene00012646	753
WBGene00012646	888
WBGene00012647	949
WBGene00012647	977
WBGene00012647	732
WBGene00012648	1953
WBGene00012649	357
WBGene00012650	2015
WBGene00012651	1213
WBGene00012651	1094
WBGene00012651	1119
WBGene00012651	1044
WBGene00012652	1053
WBGene00012654	1533
WBGene00012655	624
WBGene00012656	988
WBGene00012656	631
WBGene00012657	418
WBGene00012658	761
WBGene00012658	703
WBGene00012658	353
WBGene00012659	3402
WBGene00012660	1709
WBGene00012661	1158
WBGene00012662	489
WBGene00012662	1805
WBGene00012663	3462
WBGene00012664	2384
WBGene00012665	1848
WBGene00012665	354
WBGene00012666	528
WBGene00012666	540
WBGene00012668	469
WBGene00012668	111
WBGene00012669	1320
WBGene00012670	1521
WBGene00012671	804
WBGene00012672	885
WBGene00012673	1182
WBGene00012674	1246
WBGene00012674	1247
WBGene00012675	730
WBGene00012676	3513
WBGene00012678	1657
WBGene00012681	1173
WBGene00012682	1216
WBGene00012683	1210
WBGene00012684	1791
WBGene00012686	1441
WBGene00012688	1399
WBGene00012688	1086
WBGene00012689	4352
WBGene00012692	1845
WBGene00012693	499
WBGene00012693	102
WBGene00012694	887
WBGene00012695	990
WBGene00012696	2055
